uid,src,title,alt,lieu,lat,lng,categorie,visible
"sentinelle-73","/images/marseille-dark-massilia-caracterisation-dechets-sentinelle-73.webp","Levée d'un géant de caoutchouc — L'Estaque","Action conjointe de dépollution entre la Team Oxygen et l'association Boud'mer à l'Estaque. Un apnéiste en combinaison camouflage et masque maintient en surface un énorme pneu de camion entièrement recouvert de sédiments et de coquillages, tandis que deux bénévoles, penchés depuis un bateau traditionnel en bois, s'apprêtent à le hisser à bord à l'aide d'un cordage. La scène se déroule dans une eau turquoise et limpide sous un soleil éclatant, avec les falaises calcaires du littoral marseillais se découpant sur un ciel bleu pur en arrière-plan. Cette image illustre la solidarité associative et l'effort physique nécessaire pour extraire les macro-déchets des fonds marins de la Méditerranée afin de protéger l'écosystème côtier — L'Estaque, Marseille. — © Karim Saari","Marseille, L'Estaque","43.35821","5.301724","caracterisation","true"
"sentinelle-74","/images/marseille-dark-massilia-caracterisation-dechets-sentinelle-74.webp","Cimetière d'aluminium : 553 canettes — L'Huveaune, Marseille","Alignement impressionnant de plus de 500 canettes de boissons, triées par couleurs et marques, étalées sur le sol en béton après une opération de dépollution à l'embouchure de l'Huveaune. Ces déchets métalliques, extraits du fleuve par les bénévoles de la Team Oxygen lors de l'opération Sentinelle 4, illustrent de manière graphique l'ampleur de la pollution urbaine qui se déverse en Méditerranée. Au second plan, on distingue les silhouettes de l'Escale Borély et de la Grande Roue sous un ciel azur, rappelant la proximité immédiate entre ces rejets toxiques et les zones de loisirs du littoral marseillais — Embouchure de l'Huveaune, Marseille. — © Karim Saari","Marseille, embouchure de l'Huveaune","43.259493","5.375121","caracterisation","true"
"sentinelle-75","/images/marseille-dark-massilia-caracterisation-dechets-sentinelle-75.webp","L'amer butin du MuCEM : 400 bouteilles extraites — Vieux-Port de Marseille","Un apnéiste de la Team Oxygen émerge des eaux troubles au pied du MuCEM, tenant à bout de bras une nappe de sédiments et de déchets. Devant lui, sur le quai en béton, s'alignent des centaines de bouteilles de bière en verre vert, totalisant près de 400 unités remontées du fond du bassin. Les bouteilles, couvertes de vase et de concrétions marines, témoignent d'une pollution chronique au cœur de Marseille. En arrière-plan, la résille de béton caractéristique du musée et les reflets du soleil sur la mer Méditerranée contrastent violemment avec ce triste inventaire de verre. Cette action de dépollution massive souligne l'impact des incivilités urbaines sur l'écosystème marin portuaire — Esplanade du MuCEM, Marseille. — © Karim Saari","Marseille, le Mucem","43.296395","5.361083","caracterisation","true"
"sentinelle-76","/images/marseille-dark-massilia-caracterisation-dechets-sentinelle-76.webp","L'escouade Sentinelle face à l'Huveaune — Marseille","Neuf membres de la Team Oxygen posent fièrement derrière une banderole ""Projet Sentinelle : Dépolluer • Analyser • En apnée"" sur la plage de l'embouchure de l'Huveaune. Au premier plan, deux kayaks de mer (un rouge et jaune, l'autre jaune) débordent de centaines de canettes et de macro-déchets collectés dans les fonds marins. Les bénévoles, en combinaisons de plongée et t-shirts techniques, se tiennent devant la mer Méditerranée et les reliefs des Calanques. À droite, un point de tri sélectif en bois rappelle l'importance de la gestion des déchets urbains. Cette photographie de groupe témoigne de l'engagement collectif et de l'effort physique nécessaire pour protéger le littoral marseillais de la pollution fluviale — Embouchure de l'Huveaune, Marseille. — © Karim Saari","Marseille, embouchure de l'Huveaune","43.259504","5.375088","caracterisation","true"
"sentinelle-78","/images/marseille-dark-massilia-caracterisation-dechets-sentinelle-78.webp","Tournage engagé à bord d'une barquette — Littoral marseillais","Séquence de tournage d'un documentaire sur la Team Oxygen à bord d'une barquette traditionnelle de l'association Boud'mer. Au premier plan, une vidéaste en veste orange filme avec une caméra professionnelle équipée d'un micro. Le sujet, un homme portant un bonnet noir et une veste de quart bleue, est assis à la proue du bateau, le regard tourné vers l'horizon. En arrière-plan, les falaises calcaires emblématiques du Parc National des Calanques s'élèvent sous la lumière chaude d'une fin de journée. Cette image illustre la médiatisation des actions de protection de l'environnement et de dépollution marine en Méditerranée — Marseille. — © Karim Saari","Marseille","43.295997","5.344157","caracterisation","true"
"sentinelle-79","/images/depollution-marine-dark-massilia-karimsaari-marseille-1.webp","L'Espadon, association Boud'mer — Marseille","La barquette L'Espadon de l'association Boud'mer naviguant face à la Basilique Notre-Dame de la Garde, patrimoine maritime et littoral marseillais — © Karim Saari","Marseille","43.3004","5.342931","depollution","true"
"sentinelle-8","/images/Marseille-dark-massilia-plastique-pollution-projet-sentinelle-bache.webp","Bâche des profondeurs — Plastique sous-marin","Mission Projet Sentinelle Marseille — Bache — © Karim Saari","Calanques de Marseille","","","depollution","true"
"sentinelle-80","/images/depollution-marine-dark-massilia-karimsaari-marseille-2.webp","Depollution marine dark massilia karimsaari marseille 2","Depollution marine dark massilia karimsaari marseille 2","","","","depollution","true"
"sentinelle-81","/images/depollution-marine-dark-massilia-karimsaari-marseille-3.webp","Dépollution marine — Corbières","Action de dépollution marine et extraction de déchets dans les eaux de Corbières, littoral rocheux de Marseille — © Karim Saari","Marseille, Corbière","43.357399","5.292201","depollution","true"
"sentinelle-82","/images/depollution-marine-dark-massilia-karimsaari-marseille-4.webp","Le fléau du Capri-Sun — Calanques de Marseille","Pollution plastique par des gourdes de Capri-Sun flottant sur l'eau turquoise des Calanques de Marseille — Littoral/Calanques — © Karim Saari","Marseille","43.289981","5.352343","depollution","true"
"sentinelle-83","/images/depollution-marine-dark-massilia-karimsaari-marseille-5.webp","Nettoyage du Vallon des Auffes — Marseille","Bénévoles de la Team AVA et de la Team Oxygen triant et caractérisant les déchets marins collectés sur le quai du Vallon des Auffes — Marseille — Dépollution/Oxygen — © Karim Saari","Marseille - Vallon des auffes","43.285417","5.350786","depollution","true"
"sentinelle-84","/images/depollution-marine-dark-massilia-karimsaari-marseille-6.webp","Dépollution — Port du Vallon des Auffes, Marseille","Plongeur de la Team Oxygen remontant un pneu usagé avec l'aide d'un bénévole sur le quai lors d'une opération de dépollution — Vallon des Auffes — Dépollution/Oxygen — © Karim Saari","Marseille - vallon des auffes","43.285082","5.349774","depollution","true"
"sentinelle-85","/images/depollution-marine-dark-massilia-karimsaari-marseille-7.webp","Dépollution de canettes — Parc national des Calanques","Plongeur de la Team Oxygen extrayant une structure métallique complexe et des canettes du fond marin — Parc national des Calanques — Dépollution/Oxygen — © Karim Saari","Parc national des calanques","43.217111","5.343702","depollution","true"
"sentinelle-86","/images/depollution-marine-dark-massilia-karimsaari-marseille-8.webp","Opération à Montredon — Parc National des Calanques","Amas de déchets métalliques, canettes et résidus urbains collectés par la Team Oxygen sur les fonds marins de Montredon — Parc National des Calanques — Dépollution/Oxygen — © Karim Saari","Parc national des calanques","43.229894","5.347518","depollution","true"
"sentinelle-87","/images/depollution-marine-dark-massilia-karimsaari-marseille-9.webp","Kayak en lévitation — Corbières","Kayakiste naviguant sur les eaux cristallines de la plage de la Corbière, avec l'appui technique de l'association Boud'mer pour la préservation du littoral rocheux — [G2] PAYSAGES : A. Littoral/Calanques — © Karim Saari","Marseille - Corbière","43.35753","5.292753","depollution","true"
"sentinelle-88","/images/heineken-dans-la-calanque-de-sugiton.webp","Bouteille de Heineken — Calanque de Sormiou","Bouteille de bière Heineken abandonnée sur les fonds marins de la Calanque de Sormiou, témoignant de la pollution plastique et urbaine en Méditerranée — © Karim Saari","Marseille, Calanque de Sormiou","43.210081","5.422962","depollution","true"
"sentinelle-9","/images/Marseille-dark-massilia-plastique-pollution-projet-sentinelle-barrière.webp","Barrière immergée — Pollution marine Marseille","Mission Projet Sentinelle Marseille — Barrière — © Karim Saari","Calanques de Marseille","","","depollution","true"
